Google,DuckDuckGo,Query,Relevant,MyRanking,Document
10,-1,MWN1,TRUE,9,https://www.mdpi.com/2673-3951/1/1/1
-1,2,MWN1,TRUE,1,https://www.sciencedirect.com/science/article/abs/pii/S0031320305001305
-1,3,MWN1,TRUE,2,https://research.monash.edu/en/publications/time-series-clustering-and-classification
-1,5,MWN1,TRUE,4,https://towardsdatascience.com/time-series-clustering-and-dimensionality-reduction-5b3b4e84f6a3
-1,7,MWN1,TRUE,16,https://stackoverflow.com/questions/58358110/clustering-similar-time-series
-1,8,MWN1,TRUE,6,https://petolau.github.io/TSrepr-clustering-time-series-representations/
-1,9,MWN1,TRUE,10,https://github.com/NshanPotikyan/ClusteringFTS
-1,10,MWN1,TRUE,17,https://www.sciencedirect.com/science/article/pii/S2352340920306818
1,-1,MWN2,FALSE,-1,https://quant.stackexchange.com/questions/848/time-series-similarity-measures
2,-1,MWN2,FALSE,-1,https://www.intechopen.com/online-first/clustering-of-time-series-data
3,-1,MWN2,TRUE,1,https://arxiv.org/abs/1401.3973
4,-1,MWN2,TRUE,7,https://arxiv.org/pdf/1311.1958.pdf
5,-1,MWN2,TRUE,8,http://przyrbwn.icm.edu.pl/APP/PDF/121/a121z2bp18.pdf
6,-1,MWN2,FALSE,-1,https://www.researchgate.net/publication/339233484_Clustering_of_Time-Series_Data
7,-1,MWN2,FALSE,-1,https://www.researchgate.net/post/What_is_a_good_metric_for_time-series_correlation_and_clustering
8,-1,MWN2,TRUE,5,http://www.earthmapps.io/pubs/2011_Lhermitte_A%20comparison%20of%20time%20series.pdf
9,-1,MWN2,TRUE,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3645413/
10,-1,MWN2,TRUE,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2390719/
-1,1,MWN2,TRUE,4,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9892.2011.00780.x
-1,2,MWN2,TRUE,9,https://www.feynmanlectures.caltech.edu/I_05.html
-1,3,MWN2,FALSE,-1,https://en.wikipedia.org/wiki/Rangefinder
-1,4,MWN2,FALSE,-1,https://machinelearningmastery.com/time-series-forecasting-performance-measures-with-python/
-1,5,MWN2,FALSE,-1,https://github.com/AlejandroEsquivel/msp430-ultrasonic-distance
-1,6,MWN2,FALSE,-1,https://websiteofahistoricalpolymath.wordpress.com/2017/07/24/measurement-in-the-middle-ages/
-1,7,MWN2,TRUE,6,http://www.cs.princeton.edu/courses/archive/spr05/cos598E/Time_Series.pdf
-1,8,MWN2,FALSE,-1,https://ams-dmi.com
-1,9,MWN2,FALSE,-1,https://www.njr.com/micro/sensor/distance/digital/k-band/njr4234.html
-1,10,MWN2,FALSE,-1,https://www.vishay.com/docs/80085/measurem.pdf
1,-1,MWN3,TRUE,1,https://www.sciencedirect.com/science/article/abs/pii/S0031320309001290
2,-1,MWN3,TRUE,11,https://www.lias-lab.fr/seminaries/2016-07-11-ponchateauc-timeseriesstateofart.pdf
3,-1,MWN3,TRUE,2,https://www.cs.ucr.edu/~eamonn/PAKDD_05.pdf
4,-1,MWN3,TRUE,4,https://onlinelibrary.wiley.com/doi/abs/10.1002/wics.1392
5,-1,MWN3,TRUE,-1,https://onlinelibrary.wiley.com/doi/abs/10.1002/wics.1392
6,-1,MWN3,TRUE,10,https://dl.acm.org/doi/abs/10.1145/2638404.2638475
7,-1,MWN3,TRUE,-1,https://dl.acm.org/doi/10.1145/2638404.2638475
8,-1,MWN3,TRUE,9,https://www.hindawi.com/journals/aaa/2013/603629/
9,-1,MWN3,TRUE,14,https://papers.nips.cc/paper/2019/hash/1359aa933b48b754a2f54adb688bfa77-Abstract.html
10,-1,MWN3,TRUE,5,https://www.researchgate.net/publication/48166584_Experimental_Comparison_of_Representation_Methods_and_Distance_Measures_for_Time_Series_Data
-1,1,MWN3,TRUE,3,https://www.cs.ucr.edu/~eamonn/SAX.pdf
-1,2,MWN3,TRUE,15,https://www.coursera.org/lecture/erasmus-econometrics/lecture-6-2-on-time-series-representation-LIRdq
-1,3,MWN3,TRUE,6,https://dl.acm.org/doi/10.14778/3342263.3342648
-1,4,MWN3,TRUE,7,https://www.researchgate.net/publication/337972512_Learning_Representations_for_Time_Series_Clustering
-1,5,MWN3,TRUE,12,https://www.cs.ucr.edu/~eamonn/PAKDD_05.pdf
-1,6,MWN3,TRUE,8,http://users.eecs.northwestern.edu/~goce/SomePubs/Similarity-Pubs/DMKD-13-TimeSeries.pdf
-1,7,MWN3,TRUE,13,https://deepai.org/publication/ensemble-deep-learning-on-time-series-representation-of-tweets-for-rumor-detection-in-social-media
-1,8,MWN3,FALSE,-1,https://en.wikipedia.org/wiki/Wold%27s_theorem
-1,9,MWN3,FALSE,-1,https://humansofdata.atlan.com/2016/11/visualizing-time-series-data/
-1,10,MWN3,FALSE,-1,https://champaignparks.com/5-animated-netflix-original-series-where-representation-matters/
1,2,MWN4,TRUE,6,https://towardsdatascience.com/an-introduction-to-dimenstionality-reduction-8c7d1c80737d
2,-1,MWN4,TRUE,2,https://www.datadvance.net/product/pseven-core/generic-tool-for-dimension-reduction/
3,-1,MWN4,TRUE,1,https://link.springer.com/chapter/10.1007/978-3-540-88192-6_38
4,-1,MWN4,FALSE,-1,https://www.sciencedirect.com/science/article/pii/S1877050916302514
5,-1,MWN4,FALSE,-1,https://arxiv.org/abs/2003.00470
6,-1,MWN4,FALSE,-1,https://papers.nips.cc/paper/2019/hash/94f4ede62112b790c91d5e64fdb09cb8-Abstract.html
7,-1,MWN4,FALSE,-1,https://ieeexplore.ieee.org/abstract/document/4725467
8,-1,MWN4,TRUE,12,https://books.google.co.il/books?id=CgzLBQAAQBAJ&pg=PA126&lpg=PA126&dq=dimensionality+reduction+-PCA&source=bl&ots=wN8KoaLpWd&sig=ACfU3U1UG3SnrIDja-K93kJIRnXpYgnCMA&hl=en&sa=X&ved=2ahUKEwjy1tSXl_rsAhVVtXEKHd6FAAEQ6AEwEHoECAEQAg#v=onepage&q=dimensionality%20reduction%20-PCA&f=false
9,-1,MWN4,TRUE,11,https://www.mdpi.com/2072-4292/12/1/76
10,-1,MWN4,FALSE,-1,https://paperswithcode.com/task/dimensionality-reduction
-1,1,MWN4,TRUE,4,https://www.analyticsvidhya.com/blog/2020/10/dimensionality-reduction-using-factor-analysis-in-python/
-1,3,MWN4,TRUE,3,https://medium.com/@garora039/dimensionality-reduction-using-t-sne-effectively-cabb2cd519b
-1,4,MWN4,TRUE,7,https://www.semanticscholar.org/paper/Application-of-Dimensionality-Reduction-in-System-A-Sarwar-Karypis/c3eddc356634d8c0d6db385567deffe1cf7cb3f6
-1,5,MWN4,TRUE,5,https://www.worldscientific.com/doi/abs/10.1142/S0218001419500174
-1,6,MWN4,TRUE,10,https://www.ijcai.org/Proceedings/2018/0452.pdf
-1,7,MWN4,TRUE,8,https://github.com/saorisakaue/Genotype-dimensionality-reduction
-1,8,MWN4,FALSE,-1,https://stackoverflow.com/questions/57412471/categorical-variables-dimensionality-reduction
-1,9,MWN4,FALSE,-1,https://stats.stackexchange.com/questions/144770/how-to-determine-the-number-of-dimensions-to-a-machine-learning-problem
-1,10,MWN4,TRUE,9,https://ieeexplore.ieee.org/document/8410623
1,-1,MWN5,FALSE,-1,https://opendistro.github.io/for-elasticsearch-docs/docs/ad/
2,-1,MWN5,FALSE,-1,https://www.anodot.com
3,-1,MWN5,FALSE,-1,https://www.anodot.com/blog/big-data-anomaly-detection/
4,-1,MWN5,FALSE,-1,https://www.elastic.co/guide/en/kibana/current/xpack-ml-anomalies.html
5,2,MWN5,FALSE,-1,https://azure.microsoft.com/en-us/services/cognitive-services/anomaly-detector/
6,-1,MWN5,FALSE,-1,https://docs.microsoft.com/en-us/dotnet/machine-learning/tutorials/sales-anomaly-detection
7,-1,MWN5,FALSE,-1,https://docs.appdynamics.com/display/PRO45/Anomaly+Detection
8,-1,MWN5,TRUE,1,https://arxiv.org/abs/2007.02500
9,-1,MWN5,TRUE,2,https://arxiv.org/abs/2006.00339
10,-1,MWN5,FALSE,-1,https://support.google.com/analytics/answer/7507748?hl=en
-1,1,MWN5,FALSE,-1,https://www.infoq.com/news/2020/10/aws-cost-anomaly-detection/
-1,3,MWN5,FALSE,-1,https://technoweekly.com/energy/1040711/global-anomaly-detection-solution-market-top-players-by-2026-cisco-systems-inc-dell-technologies-inc-hewlett-packard-enterprise-company-etc-3/
-1,4,MWN5,TRUE,4,https://medium.com/@mfg_labs/anomaly-detection-in-hostile-environment-28e4ff875621
-1,5,MWN5,FALSE,-1,https://www.psychologytoday.com/us/blog/seeing-what-others-dont/202010/anomaly-detection-the-art-noticing-the-unexpected
-1,6,MWN5,TRUE,3,https://medium.com/analytics-vidhya/anomaly-detection-using-generative-adversarial-networks-gan-ca433f2ac287
-1,7,MWN5,FALSE,-1,https://anomaly.io
-1,8,MWN5,FALSE,-1,https://docs.microsoft.com/en-us/azure/cognitive-services/anomaly-detector/
-1,9,MWN5,FALSE,-1,https://10dsecurity.com/cyber-security-baselines-anomaly-detection/
-1,10,MWN5,TRUE,5,https://anomaly.io/anomaly-detection-poisson-distribution/index.html
1,-1,MWA1,FALSE,-1,https://www.researchgate.net/publication/328151828_THE_CLUSTER_ANALYSIS_IN_THE_MANUFACTURING_INDUSTRY_WITH_K-MEANS_METHOD_AN_APPLICATION_FOR_TURKEY
2,-1,MWA1,TRUE,2,https://ieeexplore.ieee.org/document/9043023
3,-1,MWA1,TRUE,3,https://pdf.sciencedirectassets.com/280203/1-s2.0-S1877050919X00046/1-s2.0-S1877050919300225/main.pdf
4,-1,MWA1,TRUE,1,https://www.sciencedirect.com/science/article/pii/S1877050919300225
5,-1,MWA1,TRUE,4,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.206.5279&rep=rep1&type=pdf
6,-1,MWA1,TRUE,5,https://arxiv.org/pdf/1709.06202
7,1,MWA1,FALSE,-1,https://www.dataentryoutsourced.com/blog/how-businesses-can-use-clustering-in-data-mining/
8,-1,MWA1,FALSE,-1,https://www.mdpi.com/1099-4300/20/11/887/pdf
9,-1,MWA1,TRUE,6,http://ceur-ws.org/Vol-2098/paper29.pdf
10,-1,MWA1,FALSE,-1,https://www.amazon.com/Handbook-Research-Clustering-Learning-Management/dp/1799801063
-1,2,MWA1,TRUE,8,https://www.upgrad.com/blog/cluster-analysis-data-mining/
-1,3,MWA1,TRUE,7,https://medium.com/cracking-the-data-science-interview/an-introduction-to-big-data-clustering-1a911b83e590
-1,4,MWA1,TRUE,3,https://www.semanticscholar.org/paper/Data-clustering-theory%2C-algorithms%2C-and-Gan-Ma/a09f3adb2c533223a6780dd23dc9809c6c6bb016
-1,5,MWA1,TRUE,9,https://vivadifferences.com/difference-between-classification-and-clustering-in-data-mining/
-1,6,MWA1,FALSE,-1,https://www.analyticsvidhya.com/blog/2020/11/comprehensive-guide-data-science-professional/
-1,7,MWA1,TRUE,12,https://ks.sunrise-remont.ru/303?utm_source=
-1,8,MWA1,TRUE,11,https://www.educba.com/what-is-clustering-in-data-mining/
-1,9,MWA1,TRUE,10,https://data-flair.training/blogs/clustering-in-data-mining/
-1,10,MWA1,TRUE,13,https://en.wikipedia.org/wiki/Cluster_analysis
1,-1,MWA2,FALSE,-1,https://community.alteryx.com/t5/Alteryx-Designer-Knowledge-Base/Time-Series-Factory-Tools-vs-Batch-Macro-Time-Series/ta-p/455753
2,-1,MWA2,FALSE,-1,https://community.alteryx.com/t5/Alteryx-Designer-Discussions/Timeseries-Forecast-w-Factory-Tools/td-p/123413
3,-1,MWA2,TRUE,2,http://article.nadiapub.com/IJCA/vol11_no1/8.pdf
4,-1,MWA2,TRUE,5,https://towardsdatascience.com/ml-time-series-forecasting-the-right-way-cbf3678845ff
5,1,MWA2,FALSE,-1,https://www.timeseries.com/program/smart-app-factory/
6,-1,MWA2,FALSE,-1,https://techcommunity.microsoft.com/t5/azure-data-factory/how-conntect-to-azure-time-series-insights-from-azure-data/m-p/1224686
7,-1,MWA2,TRUE,4,https://www.researchgate.net/publication/323671215_Kalman_filter_based_time_series_prediction_of_cake_factory_daily_sale
8,-1,MWA2,TRUE,1,https://www.researchgate.net/publication/3284252_Factory_Cycle-Time_Prediction_With_a_Data-Mining_Approach
9,-1,MWA2,FALSE,-1,https://www.facebook.com/268022216566208/posts/in-factory-data-there-are-important-methods-for-the-analysisthese-methods-are-no/2873825439319193/
10,-1,MWA2,FALSE,-1,https://blogs.sap.com/2016/06/24/create-one-forecasting-model-automate-many-with-sap-predictive-factory-30/
-1,2,MWA2,FALSE,-1,https://docs.microsoft.com/en-us/azure/time-series-insights/concepts-model-overview
-1,3,MWA2,FALSE,-1,https://docs.microsoft.com/en-us/azure/time-series-insights/concepts-query-overview
-1,4,MWA2,FALSE,-1,https://www.imdb.com/title/tt8956566/
-1,5,MWA2,FALSE,-1,https://www.mssqltips.com/sqlservertip/6287/time-series-data-fact-and-dimension-tables-for-sql-server/
-1,6,MWA2,TRUE,3,https://medium.com/fintechexplained/forecasting-time-series-explained-5cc773b232b6
-1,7,MWA2,FALSE,-1,https://www.scirp.org/journal/paperinformation.aspx?paperid=103954
-1,8,MWA2,FALSE,-1,https://www.toppr.com/guides/business-mathematics-and-statistics/time-series-analysis/components-of-time-series/
-1,9,MWA2,FALSE,-1,https://www.census.gov/econ/currentdata/dbsearch?program=M3&startYear=1992&endYear=2019&categories=MTM&dataType=VS&geoLevel=US&adjusted=1&notAdjusted=0&errorData=0
-1,10,MWA2,FALSE,-1,https://en.wikipedia.org/wiki/Back_in_Time_for...
1,3,MWA3,TRUE,1,https://www.sciencedirect.com/science/article/pii/S0023643805002239
2,-1,MWA3,FALSE,-1,https://www.researchgate.net/publication/224255907_Visualization_of_Sensory_Perception_Descriptions
3,6,MWA3,TRUE,2,https://www.researchgate.net/publication/232546822_Visualization_of_sensory_profiling_data_for_performance_monitoring
4,-1,MWA3,TRUE,3,https://link.springer.com/chapter/10.1007/978-3-642-12519-5_3
5,-1,MWA3,FALSE,-1,https://towardsdatascience.com/visual-perception-how-we-perceive-graphical-information-de5f30516009
6,5,MWA3,FALSE,-1,https://www.quora.com/What-is-the-visualization-of-the-relationship-between-sensory-data-and-perception
7,-1,MWA3,FALSE,-1,https://www.toptal.com/designers/data-visualization/data-visualization-psychology
8,-1,MWA3,FALSE,-1,https://www.semanticscholar.org/paper/Visualization-of-sensory-profiling-data-for-Tomić-Nilsen/6819ab96a62bd11cc988e37ee430f38e3e767cd3
9,-1,MWA3,FALSE,-1,https://graphicsinterface.org/wp-content/uploads/gi1998-12.pdf
10,-1,MWA3,FALSE,-1,https://tams.informatik.uni-hamburg.de/lehre/2004ss/projekt/advVisConNan/Lecture%20web%20pages/2004_04_29_Characteristics.pdf
-1,1,MWA3,FALSE,-1,https://docs.lib.purdue.edu/surf/2015/presentations/128/
-1,2,MWA3,TRUE,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4629803/
-1,4,MWA3,TRUE,5,https://www.duo.uio.no/bitstream/handle/10852/9913/Risvik.pdf?sequence=1
-1,7,MWA3,FALSE,-1,https://www.prevu3d.com/news/pros-and-cons-of-visualization-and-modelling-software/
-1,8,MWA3,FALSE,-1,https://www.researchgate.net/publication/277714337_SensorMapRT_-_a_System_for_Real-Time_Acquisition_Visualization_and_Analysis_of_Mobile_Sensor_Data_in_an_Urban_Context
-1,9,MWA3,FALSE,-1,https://www.mitpressjournals.org/doi/abs/10.1162/LEON_a_01225
-1,10,MWA3,FALSE,-1,https://www.vixendaily.com/success/simple-visualization-techniques-to-accomplish-anything/
1,1,MWA4,TRUE,3,https://towardsdatascience.com/time-series-clustering-and-dimensionality-reduction-5b3b4e84f6a3
2,2,MWA4,TRUE,2,https://www.researchgate.net/publication/329424523_A_Review_on_Time_Series_Dimensionality_Reduction
3,7,MWA4,FALSE,-1,https://stats.stackexchange.com/questions/82291/time-series-dimensionality-reduction
4,-1,MWA4,FALSE,-1,https://ins.uni-bonn.de/media/public/publication-media/vavid_wind.pdf?pk=663
5,-1,MWA4,TRUE,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2390719/
6,-1,MWA4,FALSE,-1,https://www.cs.ucr.edu/~eamonn/pakdd200_keogh.pdf
7,-1,MWA4,TRUE,6,https://arxiv.org/abs/1406.3711
8,-1,MWA4,TRUE,5,https://link.springer.com/article/10.1007/s00371-019-01673-y
9,-1,MWA4,TRUE,7,https://link.springer.com/chapter/10.1007/978-3-030-20205-7_21
10,-1,MWA4,TRUE,8,https://forecasters.org/wp-content/uploads/gravity_forms/7-2a51b93047891f1ec3608bdbd77ca58d/2013/07/Widodo_Agus_ISF2013.pdf
-1,3,MWA4,TRUE,1,https://www.sciencedirect.com/science/article/pii/S0020025513007743
-1,4,MWA4,FALSE,-1,https://www.researchgate.net/publication/295812903_Dimensionality_reduction_in_time_series
-1,5,MWA4,FALSE,-1,https://stats.stackexchange.com/questions/220660/dimensionality-reduction-for-multivariate-time-series
-1,6,MWA4,TRUE,10,https://papers.nips.cc/paper/2018/file/d25414405eb37dae1c14b18d6a2cac34-Paper.pdf
-1,8,MWA4,TRUE,9,https://www.sciencedirect.com/science/article/abs/pii/S0925231219315632
-1,9,MWA4,FALSE,-1,https://machinelearningmastery.com/dimensionality-reduction-for-machine-learning/
-1,10,MWA4,TRUE,11,https://en.wikipedia.org/wiki/Nonlinear_dimensionality_reduction#Uniform_manifold_approximation_and_projection
1,-1,MWA5,TRUE,1,https://www.researchgate.net/publication/309035209_Overview_of_the_CPS_for_Smart_Factories_Project_Deep_Learning_Knowledge_Acquisition_Anomaly_Detection_and_Intelligent_User_Interfaces
2,3,MWA5,FALSE,6,https://ieee-dataport.org/documents/development-industrial-iot-system-anomaly-detection-smart-factory
3,-1,MWA5,FALSE,-1,http://www.dfki.de/~sonntag/cps7.pdf
4,-1,MWA5,FALSE,-1,https://link.springer.com/chapter/10.1007/978-981-13-5907-1_44
5,-1,MWA5,FALSE,-1,http://icentic.com/smart-factory/
6,-1,MWA5,FALSE,-1,https://www.bigdataworldasia.com/conference-programme-2019/applied-anomaly-detection-in-industry-40-smart-factory
7,-1,MWA5,TRUE,2,https://www.springerprofessional.de/en/autoencoder-based-on-anomaly-detection-with-intrusion-scoring-fo/17634314
8,-1,MWA5,FALSE,-1,https://www.uptake.com/industry-solutions/manufacturing
9,-1,MWA5,TRUE,3,https://www.koreascience.or.kr/article/JAKO201814446221619.page
10,-1,MWA5,TRUE,4,https://ieeexplore.ieee.org/document/9211978
-1,1,MWA5,FALSE,-1,https://factorywiz.com/?www_factorywiz_com&msclkid=a1a6eee2f80718ec0708b14ee74766ba
-1,2,MWA5,TRUE,5,https://www.thesunflowerlab.com/blog/the-essential-guide-to-anomaly-detection-in-smart-connected-assets-for-smart-manufacturing/
-1,4,MWA5,TRUE,-1,https://sg.nec.com/en_SG/solutions/smart-manufacturing/siat.html
-1,5,MWA5,TRUE,-1,https://azure.microsoft.com/en-us/services/cognitive-services/anomaly-detector/
-1,6,MWA5,TRUE,6,https://www.researchgate.net/publication/330576872_An_IoT_data_anomaly_response_model_for_smart_factory_performance_measurement
-1,7,MWA5,TRUE,7,https://www.researchgate.net/publication/313456175_Big-data-driven_anomaly_detection_in_industry_40_An_approach_and_a_case_study
-1,8,MWA5,FALSE,-1,https://towardsdatascience.com/anomaly-detection-with-autoencoder-b4cdce4866a6
-1,9,MWA5,FALSE,-1,https://smartfactory.ie/solutions/
-1,10,MWA5,FALSE,-1,https://towardsdatascience.com/anomaly-detection-in-mobile-sensor-data-48ef62d0f7fc
1,-1,MWC1,TRUE,7,https://www.researchgate.net/publication/48166584_Experimental_Comparison_of_Representation_Methods_and_Distance_Measures_for_Time_Series_Data
2,-1,MWC1,TRUE,6,https://www.ifi.uzh.ch/dam/jcr:c8b7bad5-80a1-47d3-a06c-ed8248018a47/time_series_comparison_2012.pdf
3,-1,MWC1,TRUE,15,http://users.ece.northwestern.edu/~hdi117/tsim.htm
4,-1,MWC1,TRUE,1,https://www.cs.ucr.edu/~eamonn/kdd98.pdf
5,-1,MWC1,TRUE,11,https://www.cs.ucr.edu/~eamonn/Data_Mining_Journal_Keogh.pdf
6,-1,MWC1,TRUE,2,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8076822
7,-1,MWC1,TRUE,3,http://www.vldb.org/pvldb/vol12/p1762-paparrizos.pdf
8,-1,MWC1,TRUE,4,https://www.aaai.org/Papers/KDD/1998/KDD98-041.pdf
9,-1,MWC1,TRUE,13,https://pdf.sciencedirectassets.com/277348/1-s2.0-S1875389212X00063/1-s2.0-S1875389212006219/main.pdf
10,-1,MWC1,TRUE,14,https://github.com/junyoung-jamong/TimeSeries_CNN_Classification_Using_Grid_Representation
-1,1,MWC1,TRUE,5,https://www.sciencedirect.com/science/article/abs/pii/S0167865518308985
-1,2,MWC1,TRUE,18,https://rdrr.io/cran/TSdist/man/TSdist-package.html
-1,3,MWC1,TRUE,8,https://link.springer.com/chapter/10.1007/978-3-540-71703-4_51
-1,4,MWC1,TRUE,12,https://www.researchgate.net/publication/232640334_Clustering_Multimedia_Data_Using_Time_Series_PDF
-1,5,MWC1,TRUE,9,http://alumni.cs.ucr.edu/~mueen/pdf/Logical-Shapelet.pdf
-1,6,MWC1,TRUE,10,https://www.sciencedirect.com/science/article/abs/pii/S0031320318304473
-1,7,MWC1,TRUE,19,https://arxiv.org/pdf/2002.05784v1.pdf
-1,8,MWC1,TRUE,17,https://www.cs.ucr.edu/~eamonn/shaplet.pdf
-1,9,MWC1,TRUE,16,https://annals-csis.org/Volume_5/pliks/420.pdf
-1,10,MWC1,TRUE,20,https://www.researchgate.net/publication/220538811_Querying_and_mining_of_time_series_data_Experimental_comparison_of_representations_and_distance_measures
1,-1,MWC2,TRUE,1,https://www.researchgate.net/publication/336419832_Time_Series_Classification_in_Cyber-Physical_System_Applications_by_Intervals%27_Numbers_Techniques
2,-1,MWC2,TRUE,8,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2318-03312018000100224
3,-1,MWC2,TRUE,3,https://papers.nips.cc/paper/2018/file/b197ffdef2ddc3308584dce7afa3661b-Paper.pdf
4,-1,MWC2,TRUE,4,https://www.ijcai.org/Proceedings/2018/0476.pdf
5,-1,MWC2,TRUE,2,https://github.com/mmalekzadeh/replacement-autoencoder
6,-1,MWC2,TRUE,7,https://www.jstor.org/stable/4615819?seq=1
7,-1,MWC2,FALSE,-1,https://books.google.co.il/books?id=M0U8e-_q564C&pg=PT107&lpg=PT107&dq=((%22physical+system%22OR%22sensory+data%22)AND(%22time+series%22))+-supervised&source=bl&ots=0BNEX-x7ab&sig=ACfU3U3sXqmU9V_9kFacnEfbvNDvy_9wIg&hl=en&sa=X&ved=2ahUKEwik8L-lkPvsAhX0aRUIHab5BE8Q6AEwBnoECAEQAg#v=onepage&q=((%22physical%20system%22OR%22sensory%20data%22)AND(%22time%20series%22))%20-supervised&f=false
8,-1,MWC2,FALSE,-1,https://books.google.co.il/books?id=rKWd2fo_lvQC&pg=PA373&lpg=PA373&dq=((%22physical+system%22OR%22sensory+data%22)AND(%22time+series%22))+-supervised&source=bl&ots=mKlm-3UCY8&sig=ACfU3U2ANsJc4dhek6IVRTfnO63Ct56FJA&hl=en&sa=X&ved=2ahUKEwik8L-lkPvsAhX0aRUIHab5BE8Q6AEwB3oECAgQAg#v=onepage&q=((%22physical%20system%22OR%22sensory%20data%22)AND(%22time%20series%22))%20-supervised&f=false
9,-1,MWC2,FALSE,-1,https://books.google.co.il/books?id=VnDJDwAAQBAJ&pg=PA530&lpg=PA530&dq=((%22physical+system%22OR%22sensory+data%22)AND(%22time+series%22))+-supervised&source=bl&ots=ezlj0zG8a1&sig=ACfU3U3qusQZYEJe2qOQW_HJhTBla1l5AQ&hl=en&sa=X&ved=2ahUKEwik8L-lkPvsAhX0aRUIHab5BE8Q6AEwCHoECAkQAg#v=onepage&q=((%22physical%20system%22OR%22sensory%20data%22)AND(%22time%20series%22))%20-supervised&f=false
10,-1,MWC2,FALSE,-1,https://books.google.co.il/books?id=htjjCgAAQBAJ&pg=PA22&lpg=PA22&dq=((%22physical+system%22OR%22sensory+data%22)AND(%22time+series%22))+-supervised&source=bl&ots=Bmoff9bcd3&sig=ACfU3U0AGqzn5oLHl5KhQ6yKxUJO8UGCRQ&hl=en&sa=X&ved=2ahUKEwik8L-lkPvsAhX0aRUIHab5BE8Q6AEwCXoECAoQAg#v=onepage&q=((%22physical%20system%22OR%22sensory%20data%22)AND(%22time%20series%22))%20-supervised&f=false
-1,1,MWC2,FALSE,-1,https://www.mitpressjournals.org/doi/pdfplus/10.1162/neco.2010.01-09-941
-1,2,MWC2,FALSE,-1,https://www.researchgate.net/publication/41138389_Learning_the_Dynamical_System_Behind_Sensory_Data
-1,3,MWC2,FALSE,-1,https://arxiv.org/pdf/2005.13535v1.pdf
-1,4,MWC2,FALSE,-1,https://www.mdpi.com/2079-9292/8/9/941/pdf
-1,5,MWC2,FALSE,-1,https://deepai.org/publication/an-ambient-physical-system-to-infer-concentration-in-open-plan-workplace
-1,6,MWC2,FALSE,-1,https://www.researchgate.net/publication/221315859_On_Bounding_Data_Stream_Privacy_in_Distributed_Cyber-physical_Systems
-1,7,MWC2,FALSE,-1,https://www.sciencedirect.com/science/article/abs/pii/S221384631400025X
-1,8,MWC2,TRUE,5,https://www.sciencedirect.com/science/article/abs/pii/S1474034620301476
-1,9,MWC2,TRUE,6,http://papers.www2017.com.au.s3-website-ap-southeast-2.amazonaws.com/proceedings/p351.pdf
-1,10,MWC2,FALSE,-1,https://patents.google.com/patent/US20040176887A1/en
1,-1,MWC3,TRUE,3,https://bookdown.org/singh_pratap_tejendra/intro_time_series_r/time-series-data-pre-processing-and-visualization.html
2,-1,MWC3,TRUE,4,https://clauswilke.com/dataviz/time-series.html
3,-1,MWC3,TRUE,5,https://rpubs.com/tedding/long-term-time-series-forecasting
4,-1,MWC3,TRUE,1,https://www.researchgate.net/publication/340659455_A_Survey_of_Time_Series_Data_Visualization_Research
5,-1,MWC3,FALSE,-1,https://sites.google.com/site/sites/system/errors/SiteDisabledOwnerAccount
6,-1,MWC3,FALSE,-1,https://en.wikipedia.org/wiki/Data_visualization
7,-1,MWC3,FALSE,-1,https://dev.to/homam/time-series-visualization-173c
8,-1,MWC3,TRUE,7,https://arxiv.org/pdf/1410.7961.pdf
9,-1,MWC3,TRUE,9,https://wiki.q-researchsoftware.com/wiki/Visualization_-_Time_Series_Graph
10,-1,MWC3,TRUE,10,https://www.kaggle.com/onurhdogan/3d-visualization-of-time-series
-1,1,MWC3,TRUE,2,https://humansofdata.atlan.com/2016/11/visualizing-time-series-data/
-1,2,MWC3,FALSE,-1,https://towardsdatascience.com/what-are-the-important-principles-of-data-visualization-3d3ca6c8c303
-1,3,MWC3,TRUE,11,https://datascienceplus.com/time-series-visualizations-with-wind-turbine-energy-data-in-r/
-1,4,MWC3,TRUE,8,https://www.vshsolutions.com/blogs/time-series-data-visualization-in-python/
-1,5,MWC3,FALSE,-1,https://www.datacamp.com/courses/visualizing-time-series-data-in-python
-1,6,MWC3,FALSE,-1,https://www.quora.com/What-are-the-best-tools-for-visualization-time-series-data?share=1
-1,7,MWC3,TRUE,12,https://pandas.pydata.org/pandas-docs/stable/user_guide/visualization.html
-1,8,MWC3,TRUE,6,https://www.digitalocean.com/community/tutorials/a-guide-to-time-series-visualization-with-python-3
-1,9,MWC3,TRUE,13,https://medium.com/square-corner-blog/cube-time-series-visualization-ff3c4c46e5e7
-1,10,MWC3,FALSE,-1,https://blogs.library.duke.edu/data/2011/07/18/time-series-visualizations-in-arcgis-an-introduction/
1,6,MWC4,TRUE,9,https://towardsdatascience.com/unsupervised-learning-dimensionality-reduction-ddb4d55e0757
